date,fund_house,isin_div_reinvestment,isin_growth,nav,scheme_category,scheme_code,scheme_name,scheme_type
20-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.48230,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
19-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.44180,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
18-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.41020,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
17-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.33740,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
14-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.18210,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
13-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.16620,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
12-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.28630,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
11-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.23300,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
10-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.21580,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
07-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.06310,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
05-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,113.00000,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
03-11-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,112.74130,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
31-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,112.54900,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
30-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,112.38740,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
29-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,112.25630,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
28-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,112.18000,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
27-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,112.08150,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
22-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,111.86280,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
21-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,111.78590,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
20-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,111.67530,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
17-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,111.51840,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
16-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,111.49890,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
14-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,111.30320,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
13-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,111.16500,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
10-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,111.07320,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
09-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.94220,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
08-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.98170,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
07-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.87800,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
01-10-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.63790,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
30-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.60840,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
29-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.60580,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
26-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.58130,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
25-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.44430,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
24-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.40040,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
23-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.36100,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
22-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.33060,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
19-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.20160,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
18-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.15370,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
17-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,110.04950,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
16-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.99020,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
15-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.96410,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
12-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.89220,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
11-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.85460,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
10-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.82440,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
09-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.72100,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
08-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.81630,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
05-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.69850,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
04-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.64730,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
03-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.61660,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
02-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.54480,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
01-09-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.51160,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
28-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.39340,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
27-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.36550,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
26-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.29610,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
25-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.25960,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
22-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.21920,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
21-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.17910,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
20-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.19900,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
19-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,109.13810,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
14-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.98880,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
13-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.94530,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
12-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.85410,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
11-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.82970,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
08-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.72790,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
07-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.74860,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
06-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.69270,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
05-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.77450,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
04-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.86730,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
01-08-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.78490,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
31-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.80840,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
30-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.75810,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
28-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.76960,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
25-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.71790,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
24-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.69620,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
23-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.57460,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
22-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.47120,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
21-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.37940,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
18-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.25550,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
17-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.21750,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
16-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.13620,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
15-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.06040,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
14-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.98540,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
11-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.11370,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
10-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.42490,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
09-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.41510,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
08-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.38780,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
07-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.38980,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
04-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.33240,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
03-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.27740,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
02-07-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.25100,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
30-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.12110,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
27-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.02110,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
26-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,108.01950,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
25-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.95520,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
24-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.90860,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
23-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.87910,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
20-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.85020,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
19-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.90160,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
18-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.94890,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
17-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.94260,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
16-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.95360,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
13-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.97600,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
12-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.92280,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
11-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.87610,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
10-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.87800,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
09-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.87670,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
06-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.74080,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
05-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.65290,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
04-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.52220,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
03-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.42310,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
02-06-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.23600,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
30-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.19050,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
29-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.10210,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
28-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.04960,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
27-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,107.03650,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
26-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.97840,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
23-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.93160,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
22-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.75370,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
21-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.66860,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
20-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.58990,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
19-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.58390,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
16-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.57800,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
15-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.37100,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
13-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.27730,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
12-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.28300,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
09-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.15080,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
08-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.04860,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
07-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.02970,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
06-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,106.00900,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
05-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,105.98590,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
02-05-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,105.79090,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
30-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,105.69580,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
29-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,105.60080,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
28-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,105.51570,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
25-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,105.45190,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
23-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,105.38950,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
22-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,105.32310,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
21-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,105.15030,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
17-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.97280,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
16-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.97900,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
15-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.89730,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
11-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.79610,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
10-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.70790,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
09-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.69260,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
07-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.67080,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
04-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.61730,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
03-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.66130,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
02-04-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.64590,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
31-03-2014,Aditya Birla Sun Life Mutual Fund,INF209KA13Z9,INF209KA12Z1,104.74030,Debt Scheme - Banking and PSU Fund,119551,SBI Bluechip,Open Ended Schemes
